"Company","Product","TypeName","Inches","Cpu","Ram","PrimaryMemSize","PrimaryMemType","SecondaryMemory","OpSys","Weight","Price_euros","Model","Inches_Binned","ResolutionWidth","ResolutionHeight","DisplayType","Touchscreen","IPS_Panel","RetinaDisplay","CpuBrand","CpuProduct","CpuClockSpeed_GHz","Ram_GB","Gpu_Brand","Gpu_Product","Weight_kg"
"Dell","Chromebook 11","Netbook",11.6,"Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB","Flash Storage","0","Chrome/Android","1.26kg",295,"Chromebook","0",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.26
"MSI","GT80S 6QE","Gaming",17.3,"Intel Core i7 6820HK 2.7GHz","16GB","128GB","SSD","1","Windows 10","4.5kg",2349,"GT80S","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",4.5
"HP","Omen 17-AN010nv","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","3.78kg",1498,"Omen","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Nvidia","GeForce",3.78
"Lenovo","Thinkpad T460s","Ultrabook",14,"Intel Core i7 6600U 2.6GHz","12GB","256GB","SSD","0","Windows 10","1.4kg",1673,"Thinkpad","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,12,"Intel","HD",1.4
"Lenovo","Ideapad 320-15IKBR","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","12GB","1TB","HDD","0","Windows 10","2.2kg",609,"Ideapad","4",1366,768,NA,"1","0","0","Intel","i7",7,12,"Intel","HD",2.2
"Asus","ROG Strix","Gaming",17.3,"Intel Core i5 7300HQ 2.5GHz","8GB","128GB","SSD","1","Windows 10","2.73kg",1770,"ROG","5",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Nvidia","GeForce",2.73
"Asus","TP501UA-CJ131T (i5-7200U/8GB/1TB/W10)","2 in 1 Convertible",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.2kg",739,"TP501UA-CJ131T","4",1366,768,NA,"1","0","0","Intel","i5",5,8,"Intel","HD",2.2
"Lenovo","IdeaPad 320-15ABR","Notebook",15.6,"AMD A12-Series 9720P 3.6GHz","12GB","512GB","SSD","0","Windows 10","2.2kg",949,"IdeaPad","4",1920,1080,"Full HD","0","0","0","AMD",NA,12,12,"AMD","Radeon",2.2
"Dell","Inspiron 3179","2 in 1 Convertible",11.6,"Intel Core M 7Y30 1.0GHz","4GB","128GB","SSD","0","Windows 10","1.39kg",603,"Inspiron","0",1366,768,NA,"1","0","0","Intel","M",7,4,"Intel","HD",1.39
"Other","Notebook Odyssey","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","128GB","SSD","1","Windows 10","2.5kg",1699,"Notebook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.5
"Lenovo","V320-17ISK (i3-6006U/4GB/500GB/FHD/No","Notebook",17.3,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","No OS","2.8kg",529,"V320-17ISK","5",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Intel","HD",2.8
"Lenovo","IdeaPad 110-15ISK","Notebook",15.6,"Intel Core i3 6100U 2.3GHz","8GB","1TB","HDD","0","Windows 10","2.29kg",459,"IdeaPad","4",1366,768,NA,"0","0","0","Intel","i3",3,8,"Intel","HD",2.29
"Lenovo","ThinkPad Yoga","2 in 1 Convertible",13.3,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.37kg",2025,"ThinkPad","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",1.37
"Lenovo","Thinkpad T470p","Notebook",14,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.7kg",1474,"Thinkpad","3",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",1.7
"Dell","Latitude 5289","2 in 1 Convertible",12.5,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.34kg",1670,"Latitude","1",1920,1080,"Full HD","1","0","0","Intel","i5",5,8,"Intel","HD",1.34
"Dell","Precision 3520","Workstation",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2.06kg",1763,"Precision","4",1920,1080,"Full HD","1","0","0","Intel","i7",7,8,"Nvidia","Quadro",2.06
"HP","EliteBook 850","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.84kg",1219,"EliteBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.84
"HP","ProBook 450","Notebook",15.6,"Intel Core i3 7100U 2.4GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",668.48,"ProBook","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Acer","Aspire 1","Notebook",14,"Intel Celeron Quad Core N3450 1.1GHz","4GB","32GB","Flash Storage","0","Windows 10","1.6kg",329,"Aspire","3",1920,1080,"Full HD","0","0","0","Intel","N3450",3450,4,"Intel","HD",1.6
"MSI","Laptop MSI","Gaming",17.3,"Intel Core i7 6820HK 2.7GHz","16GB","128GB","SSD","1","Windows 10","4.14kg",2199,"Laptop","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",4.14
"Dell","Vostro 3568","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Linux","2.18kg",465,"Vostro","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"AMD","Radeon",2.18
"MSI","GS63VR 7RF","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","1.8kg",2299,"GS63VR","4",3840,2160,"4K Ultra HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",1.8
"Toshiba","Tecra Z50-C-144","Notebook",15.6,"Intel Core i7 6500U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",1399,"Tecra","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",2.2
"Lenovo","IdeaPad 310-15IKB","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","6GB","1TB","HDD","0","Windows 10","2.4kg",564,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,6,"Intel","HD",2.4
"Lenovo","Yoga 720-15IKB","2 in 1 Convertible",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2kg",1299,"Yoga","4",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",2
"Acer","Swift SF114-31-P5HY","Notebook",14,"Intel Pentium Quad Core N3710 1.6GHz","4GB","128GB","Flash Storage","0","Windows 10","1.6kg",349,"Swift","3",1366,768,NA,"0","0","0","Intel","N3710",3710,4,"Intel","HD",1.6
"Lenovo","Thinkpad P51","Notebook",15.6,"Intel Xeon E3-1535M v6 3.1GHz","32GB","1TB","SSD","0","Windows 10","2.5kg",4899,"Thinkpad","4",3840,2160,"4K Ultra HD","0","1","0","Intel",NA,3,32,"Nvidia","Quadro",2.5
"Dell","Inspiron 7559","Gaming",15.6,"Intel Core i7 6700HQ 2.6GHz","16GB","1TB","HDD","0","Windows 10","2.59kg",879.01,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.59
"Dell","Vostro 3568","Notebook",15.6,"Intel Core i3 6006U 2.0GHz","4GB","1TB","HDD","0","Linux","2.18kg",443.9,"Vostro","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.18
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 6006U 2.0GHz","4GB","1TB","HDD","0","Linux","2.25kg",359,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.25
"Dell","Latitude 5580","Notebook",15.6,"Intel Core i5 7300U 2.6GHz","4GB","500GB","HDD","0","Linux","1.93kg",869,"Latitude","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.93
"Asus","FX753VD-GC007T (i7-7700HQ/8GB/1TB","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","3kg",1168,"FX753VD-GC007T","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",3
"Dell","Vostro 3568","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","128GB","SSD","0","Linux","2.18kg",569,"Vostro","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"AMD","Radeon",2.18
"HP","EliteBook 850","Ultrabook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","512GB","SSD","0","Windows 10","1.84kg",1389,"EliteBook","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Intel","HD",1.84
"MSI","GT62VR 7RE","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.94kg",2267.86,"GT62VR","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.94
"Acer","CB5-132T-C9KK (N3160/4GB/32GB/Chrome","2 in 1 Convertible",11.6,"Intel Celeron Quad Core N3160 1.6GHz","4GB","32GB","Flash Storage","0","Chrome/Android","1.25kg",379,"CB5-132T-C9KK","0",1366,768,NA,"1","1","0","Intel","N3160",3160,4,"Intel","HD",1.25
"HP","ProBook 650","Notebook",14,"Intel Core i5 7300U 2.6GHz","8GB","256GB","SSD","0","Windows 10","2.31kg",1124,"ProBook","3",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",2.31
"Lenovo","ThinkPad T470","Notebook",14,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 7","1.65kg",1465,"ThinkPad","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.65
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","4GB","1TB","HDD","0","Windows 10","2.2kg",776,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"AMD","Radeon",2.2
"Other","LifeBook A557","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",799,"LifeBook","4",1366,768,NA,"0","0","0","Intel","i5",5,8,"Intel","HD",2.2
"HP","EliteBook 850","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","4GB","500GB","HDD","0","Windows 7","1.88kg",932,"EliteBook","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"Intel","HD",1.88
"Lenovo","IdeaPad 320-15IKB","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","2.2kg",899,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"Other","SmartBook 140","Notebook",14,"Intel Atom x5-Z8350 1.44GHz","2GB","32GB","Flash Storage","0","Windows 10","1.4kg",239,"SmartBook","3",1920,1080,"Full HD","0","0","0","Intel",NA,5,2,"Intel","HD",1.4
"Lenovo","IdeaPad 320-15IKBN","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","128GB","SSD","0","No OS","2.2kg",468,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",2.2
"Asus","Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10)","2 in 1 Convertible",13.3,"Intel Core i5 7200U 2.5GHz","6GB","1TB","HDD","0","Windows 10","1.5kg",639.01,"Q304UA-BHI5T11","2",1920,1080,"Full HD","1","0","0","Intel","i5",5,6,"Intel","HD",1.5
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","256GB","SSD","0","Windows 10","2kg",1820,"XPS","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2
"Asus","ZenBook 3","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","0","Windows 10","1.1kg",1900,"ZenBook","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Intel","HD",1.1
"Dell","Inspiron 7567","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.62kg",1479,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.62
"Lenovo","V330-15IKB (i5-8250U/4GB/256GB/FHD/W10)","Notebook",15.6,"Intel Core i5 8250U 1.6GHz","4GB","256GB","SSD","0","Windows 10","1.8kg",829,"V330-15IKB","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","UHD",1.8
"Lenovo","Ideapad 320-15ISK","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.2kg",579,"Ideapad","4",1920,1080,"Full HD","0","0","0","Intel","i3",3,4,"Nvidia","GeForce",2.2
"Asus","X541NA-GO414T (N3350/8GB/1TB/W10)","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","8GB","1TB","HDD","0","Windows 10","2kg",399,"X541NA-GO414T","4",1366,768,NA,"0","0","0","Intel","N3350",3350,8,"Intel","HD",2
"Asus","VivoBook Pro","Notebook",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","1TB","HDD","0","Windows 10","1.99kg",906.62,"VivoBook","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",1.99
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.23kg",1869,"XPS","2",3200,1800,"Quad HD+","1","0","0","Intel","i5",5,8,"Intel","UHD",1.23
"Lenovo","IdeaPad 100S-14IBR","Notebook",14,"Intel Celeron Dual Core N3060 1.6GHz","2GB","32GB","Flash Storage","0","Windows 10","1.42kg",249,"IdeaPad","3",1366,768,NA,"0","0","0","Intel","N3060",3060,2,"Intel","HD",1.42
"Lenovo","Thinkpad Yoga","2 in 1 Convertible",13.3,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.37kg",1757.42,"Thinkpad","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","HD",1.37
"Dell","XPS 15","Notebook",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","1TB","SSD","0","Windows 10","2.06kg",2399,"XPS","4",3840,2160,"4K Ultra HD","1","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.06
"Lenovo","Legion Y520-15IKBN","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.5kg",1109,"Legion","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"HP","17-AK091ND (A9-9420/8GB/1TB/W10)","Notebook",17,"AMD A9-Series 9420 3GHz","8GB","1TB","HDD","0","Windows 10","2.6kg",520.9,"17-AK091ND","5",1600,900,NA,"0","0","0","AMD",NA,9,8,"AMD","Radeon",2.6
"Lenovo","ThinkPad X1","Ultrabook",14,"Intel Core i7 7500U 2.7GHz","16GB","512GB","SSD","0","Windows 10","1.14kg",2450,"ThinkPad","3",1920,1080,"Full HD","0","1","0","Intel","i7",7,16,"Intel","HD",1.14
"Asus","ROG GL553VE-FY022","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","1TB","HDD","0","No OS","2.5kg",1169,"ROG","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",2.5
"Acer","Extensa EX2540","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","Windows 10","2.4kg",450,"Extensa","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.4
"Lenovo","IdeaPad 100S-14IBR","Notebook",14,"Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB","Flash Storage","0","Windows 10","1.43kg",274,"IdeaPad","3",1366,768,NA,"0","0","0","Intel","N3060",3060,4,"Intel","HD",1.43
"Other","Blade Pro","Gaming",14,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","0","Windows 10","1.95kg",2599,"Blade","3",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",1.95
"Toshiba","Portege Z30-C-16J","Notebook",13.3,"Intel Core i5 6200U 2.3GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1213,"Portege","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.2
"Lenovo","Thinkpad X270","Ultrabook",12.5,"Intel Core i7 7500U 2.7GHz","8GB","256GB","SSD","0","Windows 10","1.36kg",1584,"Thinkpad","1",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.36
"Asus","ROG G701VI","Gaming",17.3,"Intel Core i7 6820HK 2.7GHz","32GB","512GB","SSD","0","Windows 10","3.8kg",2799,"ROG","5",1920,1080,"Full HD","0","1","0","Intel","i7",7,32,"Nvidia","GeForce",3.8
"Acer","A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","1TB","HDD","0","Linux","2.4kg",709,"A715-71G-59DH","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.4
"Dell","XPS 13","Ultrabook",13.3,"Intel Core i5 8250U 1.6GHz","8GB","256GB","SSD","0","Windows 10","1.2kg",1449.9,"XPS","2",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","UHD",1.2
"MSI","GL62M 7REX","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.2kg",1191.8,"GL62M","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.2
"HP","250 G6","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","500GB","HDD","0","No OS","1.86kg",364.9,"250","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",1.86
"Toshiba","Tecra A50-D-11M","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","500GB","HDD","0","Windows 10","2.0kg",1064,"Tecra","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",2
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",919,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.2
"Dell","Inspiron 5570","Notebook",15.6,"Intel Core i7 8550U 1.8GHz","16GB","256GB","SSD","1","Windows 10","2.2kg",1135,"Inspiron","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"AMD","Radeon",2.2
"Lenovo","IdeaPad Y700-15ISK","Gaming",15.6,"Intel Core i7 6700HQ 2.6GHz","8GB","128GB","SSD","1","Windows 10","3.31kg",1196,"IdeaPad","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Nvidia","GeForce",3.31
"Dell","Alienware 17","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","32GB","512GB","SSD","1","Windows 10","4.42kg",3147.37,"Alienware","5",3840,2160,"4K Ultra HD","0","1","0","Intel","i7",7,32,"Nvidia","GeForce",4.42
"Dell","Latitude E7470","Notebook",14,"Intel Core i5 6300U 2.4GHz","8GB","256GB","SSD","0","Windows 10","1.56kg",1229,"Latitude","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.56
"Lenovo","Ideapad 320-15IAP","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB","HDD","0","Windows 10","2.2kg",419,"Ideapad","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",2.2
"Lenovo","IdeaPad 320-15ISK","Notebook",15.6,"Intel Core i5 6200U 2.3GHz","4GB","500GB","HDD","0","Windows 10","2.2kg",535,"IdeaPad","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",2.2
"HP","15-ay047nv (i3-6006U/6GB/1TB/Radeon","Notebook",15.6,"Intel Core i3 6006U 2GHz","6GB","1TB","HDD","0","Windows 10","2.04kg",539,"15-ay047nv","4",1920,1080,NA,"0","0","0","Intel","i3",3,6,"AMD","Radeon",2.04
"MSI","GP72VR Leopard","Gaming",17.3,"Intel Core i7 7700HQ 2.8GHz","8GB","128GB","SSD","1","Windows 10","2.7kg",1486.77,"GP72VR","5",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"Nvidia","GeForce",2.7
"Toshiba","Satellite Pro","Notebook",15.6,"Intel Core i3 6100U 2.1GHz","4GB","128GB","SSD","0","Windows 10","2.1kg",498,"Satellite","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Dell","Latitude 3580","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","1TB","HDD","0","Windows 10","2.06kg",955,"Latitude","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",2.06
"HP","15-bs012nv (i7-7500U/8GB/1TB/Radeon","Notebook",15.6,"Intel Core i7 7500U 2.7GHz","8GB","1TB","HDD","0","Windows 10","2.1kg",745,"15-bs012nv","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,8,"AMD","Radeon",2.1
"Toshiba","Tecra Z50-D-10E","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.0kg",1258,"Tecra","4",1920,1080,"Full HD","0","1","0","Intel","i5",5,8,"Intel","HD",2
"Acer","Aspire 3","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","128GB","SSD","0","Linux","2.1kg",412,"Aspire","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"Intel","HD",2.1
"Other","Surface Laptop","Ultrabook",13.5,"Intel Core i7 7600U 2.8GHz","8GB","256GB","SSD","0","Windows 10","1.252kg",1867.85,"Surface","2",2256,1504,NA,"1","0","0","Intel","i7",7,8,"Intel","Iris",1.252
"Lenovo","V310-15ISK (i5-7200U/8GB/1TB","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","8GB","128GB","SSD","1","Windows 10","1.90kg",817.95,"V310-15ISK","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"AMD","Radeon",1.9
"Lenovo","Yoga 720-13IKB","2 in 1 Convertible",13.3,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.3kg",1034,"Yoga","2",1920,1080,"Full HD","1","1","0","Intel","i5",5,8,"Intel","HD",1.3
"Lenovo","IdeaPad 320-15AST","Notebook",15.6,"AMD E-Series E2-9000 2.2GHz","4GB","128GB","SSD","0","Windows 10","2.2kg",349,"IdeaPad","4",1366,768,NA,"0","0","0","AMD",NA,2,4,"AMD","Radeon",2.2
"HP","Pavilion X360","2 in 1 Convertible",14,"Intel Core i3 7100U 2.4GHz","4GB","128GB","SSD","0","Windows 10","1.63kg",699,"Pavilion","3",1920,1080,"Full HD","1","1","0","Intel","i3",3,4,"Nvidia","GeForce",1.63
"MSI","GP62 7RDX","Gaming",15.6,"Intel Core i7 7700HQ 2.8GHz","16GB","256GB","SSD","1","Windows 10","2.4kg",1294,"GP62","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",2.4
"Asus","Zenbook 3","Ultrabook",14,"Intel Core i5 7200U 2.5GHz","8GB","256GB","SSD","0","Windows 10","1.1kg",1135,"Zenbook","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Intel","HD",1.1
"HP","Chromebook X360","2 in 1 Convertible",11.6,"Intel Celeron Dual Core N3350 1.1GHz","8GB","64GB","Flash Storage","0","Chrome/Android","1.4kg",495,"Chromebook","0",1366,768,NA,"1","0","0","Intel","N3350",3350,8,"Intel","HD",1.4
"Other","Gram 15Z975","Ultrabook",15.6,"Intel Core i7 8550U 1.8GHz","8GB","512GB","SSD","0","Windows 10","1.09kg",2299,"Gram","4",1920,1080,"Full HD","0","1","0","Intel","i7",7,8,"Intel","HD",1.09
"Acer","Aspire VX5-591G","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","16GB","256GB","SSD","0","Windows 10","2.5kg",1299,"Aspire","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,16,"Nvidia","GeForce",2.5
"MSI","GV62M 7RD","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","8GB","256GB","SSD","0","Windows 10","2.2kg",997.9,"GV62M","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,8,"Nvidia","GeForce",2.2
"Asus","L502NA-GO052T (N3350/4GB/128GB/W10)","Notebook",15.6,"Intel Celeron Dual Core N3350 1.1GHz","4GB","128GB","SSD","0","Windows 10","1.86kg",419,"L502NA-GO052T","4",1366,768,NA,"0","0","0","Intel","N3350",3350,4,"Intel","HD",1.86
"Dell","Alienware 15","Gaming",15.6,"Intel Core i5 7300HQ 2.5GHz","16GB","128GB","SSD","1","Windows 10","3.21kg",2051,"Alienware","4",1920,1080,"Full HD","0","0","0","Intel","i5",5,16,"Nvidia","GeForce",3.21
"HP","17-bs000nv I3","Notebook",17.3,"Intel Core i3 6006U 2GHz","4GB","256GB","SSD","0","Windows 10","2.5kg",699,"17-bs000nv","5",1920,1080,"Full HD","0","1","0","Intel","i3",3,4,"AMD","Radeon",2.5
"Lenovo","Yoga 730","2 in 1 Convertible",13.3,"Intel Core i7 8550U 1.8GHz","8GB","512GB","SSD","0","Windows 10","1.19kg",1499,"Yoga","2",1920,1080,"Full HD","1","1","0","Intel","i7",7,8,"Intel","UHD",1.19
"Dell","Alienware 15","Gaming",15.6,"Intel Core i7 7820HK 2.9GHz","16GB","256GB","SSD","1","Windows 10","3.49kg",2813.75,"Alienware","4",1920,1080,"Full HD","0","0","0","Intel","i7",7,16,"Nvidia","GeForce",3.49
"HP","250 G6","Notebook",15.6,"Intel Core i5 7200U 2.5GHz","4GB","500GB","HDD","0","Windows 10","1.86kg",612.61,"250","4",1366,768,NA,"0","0","0","Intel","i5",5,4,"AMD","Radeon",1.86
"Dell","Inspiron 3567","Notebook",15.6,"Intel Core i3 6006U 2GHz","4GB","1TB","HDD","0","Windows 10","2.2kg",545.67,"Inspiron","4",1366,768,NA,"0","0","0","Intel","i3",3,4,"AMD","Radeon",2.2
"HP","17-Y002nv (A10-9600P/6GB/2TB/Radeon","Notebook",17.3,"AMD A10-Series 9600P 2.4GHz","6GB","2TB","HDD","0","Windows 10","2.65kg",569,"17-Y002nv","5",1920,1080,"Full HD","0","1","0","AMD",NA,10,6,"AMD","Radeon",2.65
"Lenovo","V110-15ISK (3855U/4GB/500GB/W10)","Notebook",15.6,"Intel Celeron Dual Core 3855U 1.6GHz","4GB","500GB","HDD","0","Windows 10","2.1kg",318,"V110-15ISK","4",1366,768,NA,"0","0","0","Intel","3855U",3855,4,"Intel","HD",2.1
"Acer","Chromebook 14","Notebook",14,"Intel Celeron Dual Core 3855U 1.6GHz","4GB","32GB","Flash Storage","0","Chrome/Android","1.45kg",375,"Chromebook","3",1366,768,NA,"0","0","0","Intel","3855U",3855,4,"Intel","HD",1.45
"Lenovo","IdeaPad 520s-14IKB","Notebook",14,"Intel Core i5 7200U 2.5GHz","4GB","256GB","SSD","0","Windows 10","1.7kg",699,"IdeaPad","3",1920,1080,"Full HD","0","0","0","Intel","i5",5,4,"Intel","HD",1.7
