Company,Product,TypeName,Inches,Ram,Memory,OpSys,Weight_kg,Price_euros,LogPrice,Model,Inches_Binned,DisplayType,Touchscreen,IPS Panel,RetinaDisplay,ResolutionWidth,ResolutionHeight,ResolutionWidthCat,ResolutionPixels,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemSize,PrimaryMemType,Gpu_Brand,Gpu_Product
MSI,Laptop MSI,Gaming,17.3,16GB,128GB SSD +  1TB HDD,Windows 10,4.14,2199.0,7.695757990554761,Laptop,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Vostro 3568,Notebook,15.6,4GB,1TB HDD,Linux,2.18,465.0,6.142037405587356,Vostro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
MSI,GS63VR 7RF,Gaming,15.6,16GB,256GB SSD +  2TB HDD,Windows 10,1.8,2299.0,7.740229524763182,GS63VR,4,4K Ultra HD 3840x2160,0,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Toshiba,Tecra Z50-C-144,Notebook,15.6,8GB,256GB SSD,Windows 10,2.2,1399.0,7.243512974665481,Tecra,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6500U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6GB,1TB HDD,Windows 10,2.4,564.0,6.335054251498058,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,6,1TB HDD,0,1TB,HDD,Intel,HD
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8GB,256GB SSD,Windows 10,2.0,1299.0,7.1693500166706,Yoga,4,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Swift SF114-31-P5HY,Notebook,14.0,4GB,128GB Flash Storage,Windows 10,1.6,349.0,5.855071922202427,Swift,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Pentium Quad Core N3710,1.6,4,128GB Flash Storage,0,128GB,Flash Storage,Intel,HD
Lenovo,Thinkpad P51,Notebook,15.6,32GB,1TB SSD,Windows 10,2.5,4899.0,8.496786381638575,Thinkpad,4,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Xeon E3-1535M v6,3.1,32,1TB SSD,0,1TB,SSD,Nvidia,Quadro
Dell,Inspiron 7559,Gaming,15.6,16GB,1TB HDD,Windows 10,2.59,879.01,6.778796274184741,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,16,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,Vostro 3568,Notebook,15.6,4GB,1TB HDD,Linux,2.18,443.9,6.095599311839989,Vostro,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Inspiron 3567,Notebook,15.6,4GB,1TB HDD,Linux,2.25,359.0,5.883322388488279,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Intel,HD
Dell,Latitude 5580,Notebook,15.6,4GB,500GB HDD,Linux,1.93,869.0,6.767343125265392,Latitude,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7300U,2.6,4,500GB HDD,0,500GB,HDD,Intel,HD
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,3.0,1168.0,7.0630481633881725,FX753VD-GC007T,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Vostro 3568,Notebook,15.6,4GB,128GB SSD,Linux,2.18,569.0,6.343880434126331,Vostro,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,128GB SSD,0,128GB,SSD,AMD,Radeon
HP,EliteBook 850,Ultrabook,15.6,8GB,512GB SSD,Windows 10,1.84,1389.0,7.236339342754343,EliteBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,512GB SSD,0,512GB,SSD,Intel,HD
MSI,GT62VR 7RE,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.94,2267.86,7.726591934547305,GT62VR,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4GB,32GB Flash Storage,Chrome/Android,1.25,379.0,5.937536205082426,CB5-132T-C9KK,0,1366x768,1,1,0,1366,768,1366,13.863431773278407,Intel,Celeron Quad Core N3160,1.6,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
HP,ProBook 650,Notebook,14.0,8GB,256GB SSD,Windows 10,2.31,1124.0,7.024649030453636,ProBook,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7300U,2.6,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,ThinkPad T470,Notebook,14.0,8GB,256GB SSD,Windows 7,1.65,1465.0,7.289610521451167,ThinkPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,Inspiron 5570,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,776.0,6.654152520183218,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,1TB HDD,0,1TB,HDD,AMD,Radeon
Other,LifeBook A557,Notebook,15.6,8GB,256GB SSD,Windows 10,2.2,799.0,6.683360945766275,LifeBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,EliteBook 850,Notebook,15.6,4GB,500GB HDD,Windows 7,1.88,932.0,6.837332814685591,EliteBook,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8GB,1TB HDD,Windows 10,2.2,899.0,6.80128303447162,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Other,SmartBook 140,Notebook,14.0,2GB,32GB Flash Storage,Windows 10,1.4,239.0,5.47646355193151,SmartBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Atom x5-Z8350,1.44,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4GB,128GB SSD,No OS,2.2,468.0,6.148468295917646,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,128GB SSD,0,128GB,SSD,Intel,HD
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6GB,1TB HDD,Windows 10,1.5,639.01,6.459920103707352,Q304UA-BHI5T11,2,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,6,1TB HDD,0,1TB,HDD,Intel,HD
Dell,XPS 15,Notebook,15.6,8GB,256GB SSD,Windows 10,2.0,1820.0,7.506591780070841,XPS,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Asus,ZenBook 3,Ultrabook,14.0,16GB,512GB SSD,Windows 10,1.1,1900.0,7.549609165154531,ZenBook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Dell,Inspiron 7567,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.62,1479.0,7.2991214627108,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4GB,256GB SSD,Windows 10,1.8,829.0,6.720220155135295,V330-15IKB,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,4,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,Ideapad 320-15ISK,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,579.0,6.361302477572995,Ideapad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8GB,1TB HDD,Windows 10,2.0,399.0,5.988961416889863,X541NA-GO414T,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,8,1TB HDD,0,1TB,HDD,Intel,HD
Asus,VivoBook Pro,Notebook,15.6,8GB,1TB HDD,Windows 10,1.99,906.62,6.809723398709042,VivoBook,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.23,1869.0,7.533158807455562,XPS,2,Quad HD+  3200x1800,1,0,0,3200,1800,3200,15.566448032672074,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2GB,32GB Flash Storage,Windows 10,1.42,249.0,5.517452896464707,IdeaPad,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,2,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.37,1757.42,7.471602103445376,Thinkpad,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Dell,XPS 15,Notebook,15.6,16GB,1TB SSD,Windows 10,2.06,2399.0,7.782807262839694,XPS,4,4K Ultra HD  3840x2160,1,0,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,16,1TB SSD,0,1TB,SSD,Nvidia,GeForce
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.5,1109.0,7.0112139873503665,Legion,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,8GB,1TB HDD,Windows 10,2.6,520.9,6.255558084751145,17-AK091ND,5,1600x900,0,0,0,1600,900,1600,14.180153671552183,AMD,A9-Series 9420,3.0,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Lenovo,ThinkPad X1,Ultrabook,14.0,16GB,512GB SSD,Windows 10,1.14,2450.0,7.803843303538772,ThinkPad,3,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
Asus,ROG GL553VE-FY022,Gaming,15.6,8GB,1TB HDD,No OS,2.5,1169.0,7.063903961472068,ROG,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Acer,Extensa EX2540,Notebook,15.6,4GB,500GB HDD,Windows 10,2.4,450.0,6.1092475827643655,Extensa,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4GB,32GB Flash Storage,Windows 10,1.43,274.0,5.6131281063880705,IdeaPad,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3060,1.6,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Other,Blade Pro,Gaming,14.0,16GB,256GB SSD,Windows 10,1.95,2599.0,7.86288203464149,Blade,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Toshiba,Portege Z30-C-16J,Notebook,13.3,8GB,256GB SSD,Windows 10,1.2,1213.0,7.10085190894405,Portege,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Thinkpad X270,Ultrabook,12.5,8GB,256GB SSD,Windows 10,1.36,1584.0,7.3677085723743705,Thinkpad,1,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Asus,ROG G701VI,Gaming,17.3,32GB,512GB SSD,Windows 10,3.8,2799.0,7.937017489515453,ROG,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6820HK,2.7,32,512GB SSD,0,512GB,SSD,Nvidia,GeForce
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8GB,1TB HDD,Linux,2.4,709.0,6.5638555265321274,A715-71G-59DH,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,1TB HDD,0,1TB,HDD,Nvidia,GeForce
Dell,XPS 13,Ultrabook,13.3,8GB,256GB SSD,Windows 10,1.2,1449.9,7.279249867519148,XPS,2,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 8250U,1.6,8,256GB SSD,0,256GB,SSD,Intel,UHD
MSI,GL62M 7REX,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,2.2,1191.8,7.083220048312878,GL62M,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,250 G6,Notebook,15.6,4GB,500GB HDD,No OS,1.86,364.9,5.899623343442402,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,500GB HDD,0,500GB,HDD,Intel,HD
Toshiba,Tecra A50-D-11M,Notebook,15.6,8GB,500GB HDD,Windows 10,2.0,1064.0,6.969790669901589,Tecra,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,500GB HDD,0,500GB,HDD,Intel,HD
Dell,Inspiron 5570,Notebook,15.6,8GB,256GB SSD,Windows 10,2.2,919.0,6.823286122355687,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,256GB SSD,0,256GB,SSD,AMD,Radeon
Dell,Inspiron 5570,Notebook,15.6,16GB,256GB SSD +  2TB HDD,Windows 10,2.2,1135.0,7.0343879299155025,Inspiron,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,16,256GB SSD +,1,256GB,SSD +,AMD,Radeon
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,3.31,1196.0,7.086737934510577,IdeaPad,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 6700HQ,2.6,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Dell,Alienware 17,Gaming,17.3,32GB,512GB SSD +  1TB HDD,Windows 10,4.42,3147.37,8.054322462444397,Alienware,5,4K Ultra HD 3840x2160,0,1,0,3840,2160,3840,15.931091146259982,Intel,Core i7 7700HQ,2.8,32,512GB SSD +,1,512GB,SSD +,Nvidia,GeForce
Dell,Latitude E7470,Notebook,14.0,8GB,256GB SSD,Windows 10,1.56,1229.0,7.113956109566034,Latitude,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6300U,2.4,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,Ideapad 320-15IAP,Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,419.0,6.037870919922137,Ideapad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,500GB HDD,0,500GB,HDD,Intel,HD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4GB,500GB HDD,Windows 10,2.2,535.0,6.282266746896006,IdeaPad,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 6200U,2.3,4,500GB HDD,0,500GB,HDD,Intel,HD
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6GB,1TB HDD,Windows 10,2.04,539.0,6.289715570908997,15-ay047nv,4,1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,6,1TB HDD,0,1TB,HDD,AMD,Radeon
MSI,GP72VR Leopard,Gaming,17.3,8GB,128GB SSD +  1TB HDD,Windows 10,2.7,1486.77,7.304361260656977,GP72VR,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
Toshiba,Satellite Pro,Notebook,15.6,4GB,128GB SSD,Windows 10,2.1,498.0,6.210600077024653,Satellite,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6100U,2.1,4,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Latitude 3580,Notebook,15.6,8GB,1TB HDD,Windows 10,2.06,955.0,6.86171134048073,Latitude,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,1TB HDD,0,1TB,HDD,Intel,HD
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8GB,1TB HDD,Windows 10,2.1,745.0,6.61338421837956,15-bs012nv,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,8,1TB HDD,0,1TB,HDD,AMD,Radeon
Toshiba,Tecra Z50-D-10E,Notebook,15.6,8GB,256GB SSD,Windows 10,2.0,1258.0,7.1372784372603855,Tecra,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,Aspire 3,Notebook,15.6,4GB,128GB SSD,Linux,2.1,412.0,6.021023349349526,Aspire,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,128GB SSD,0,128GB,SSD,Intel,HD
Other,Surface Laptop,Ultrabook,13.5,8GB,256GB SSD,Windows 10,1.252,1867.85,7.53254331577872,Surface,2,2256x1504,1,0,0,2256,1504,2256,15.037232117127735,Intel,Core i7 7600U,2.8,8,256GB SSD,0,256GB,SSD,Intel,Iris
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8GB,128GB SSD +  1TB HDD,Windows 10,1.9,817.95,6.70680121004018,V310-15ISK,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,128GB SSD +,1,128GB,SSD +,AMD,Radeon
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8GB,256GB SSD,Windows 10,1.3,1034.0,6.9411900550683745,Yoga,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4GB,128GB SSD,Windows 10,2.2,349.0,5.855071922202427,IdeaPad,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,AMD,E-Series E2-9000,2.2,4,128GB SSD,0,128GB,SSD,AMD,Radeon
HP,Pavilion X360,2 in 1 Convertible,14.0,4GB,128GB SSD,Windows 10,1.63,699.0,6.54965074223381,Pavilion,3,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 7100U,2.4,4,128GB SSD,0,128GB,SSD,Nvidia,GeForce
MSI,GP62 7RDX,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,2.4,1294.0,7.165493475060845,GP62,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
Asus,Zenbook 3,Ultrabook,14.0,8GB,256GB SSD,Windows 10,1.1,1135.0,7.0343879299155025,Zenbook,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
HP,Chromebook X360,2 in 1 Convertible,11.6,8GB,64GB Flash Storage,Chrome/Android,1.4,495.0,6.20455776256869,Chromebook,0,1366x768,1,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,8,64GB Flash Storage,0,64GB,Flash Storage,Intel,HD
Other,Gram 15Z975,Ultrabook,15.6,8GB,512GB SSD,Windows 10,1.09,2299.0,7.740229524763182,Gram,4,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,512GB SSD,0,512GB,SSD,Intel,HD
Acer,Aspire VX5-591G,Gaming,15.6,16GB,256GB SSD,Windows 10,2.5,1299.0,7.1693500166706,Aspire,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,16,256GB SSD,0,256GB,SSD,Nvidia,GeForce
MSI,GV62M 7RD,Gaming,15.6,8GB,256GB SSD,Windows 10,2.2,997.9,6.905653070890267,GV62M,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,8,256GB SSD,0,256GB,SSD,Nvidia,GeForce
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4GB,128GB SSD,Windows 10,1.86,419.0,6.037870919922137,L502NA-GO052T,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3350,1.1,4,128GB SSD,0,128GB,SSD,Intel,HD
Dell,Alienware 15,Gaming,15.6,16GB,128GB SSD +  1TB HDD,Windows 10,3.21,2051.0,7.62608275807238,Alienware,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7300HQ,2.5,16,128GB SSD +,1,128GB,SSD +,Nvidia,GeForce
HP,17-bs000nv I3,Notebook,17.3,4GB,256GB SSD,Windows 10,2.5,699.0,6.54965074223381,17-bs000nv,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i3 6006U,2.0,4,256GB SSD,0,256GB,SSD,AMD,Radeon
Lenovo,Yoga 730,2 in 1 Convertible,13.3,8GB,512GB SSD,Windows 10,1.19,1499.0,7.312553498102598,Yoga,2,Full HD  1920x1080,1,1,0,1920,1080,1920,14.544796785140091,Intel,Core i7 8550U,1.8,8,512GB SSD,0,512GB,SSD,Intel,UHD
Dell,Alienware 15,Gaming,15.6,16GB,256GB SSD +  1TB HDD,Windows 10,3.49,2813.75,7.942273392220942,Alienware,4,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7820HK,2.9,16,256GB SSD +,1,256GB,SSD +,Nvidia,GeForce
HP,250 G6,Notebook,15.6,4GB,500GB HDD,Windows 10,1.86,612.61,6.417728518130933,250,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i5 7200U,2.5,4,500GB HDD,0,500GB,HDD,AMD,Radeon
Dell,Inspiron 3567,Notebook,15.6,4GB,1TB HDD,Windows 10,2.2,545.67,6.302014397419859,Inspiron,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Core i3 6006U,2.0,4,1TB HDD,0,1TB,HDD,AMD,Radeon
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6GB,2TB HDD,Windows 10,2.65,569.0,6.343880434126331,17-Y002nv,5,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,AMD,A10-Series 9600P,2.4,6,2TB HDD,0,2TB,HDD,AMD,Radeon
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4GB,500GB HDD,Windows 10,2.1,318.0,5.762051382780177,V110-15ISK,4,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core 3855U,1.6,4,500GB HDD,0,500GB,HDD,Intel,HD
Acer,Chromebook 14,Notebook,14.0,4GB,32GB Flash Storage,Chrome/Android,1.45,375.0,5.926926025970411,Chromebook,3,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core 3855U,1.6,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4GB,256GB SSD,Windows 10,1.7,699.0,6.54965074223381,IdeaPad,3,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,4,256GB SSD,0,256GB,SSD,Intel,HD
HP,ZBook 17,Workstation,17.3,8GB,500GB HDD,Windows 10,3.14,1907.99,7.55380561090435,ZBook,5,Full HD 1920x1080,0,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7700HQ,2.8,8,500GB HDD,0,500GB,HDD,Nvidia,Quadro
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8GB,256GB SSD,Windows 10,1.42,2590.0,7.859413154693583,ThinkPad,3,2560x1440,1,0,0,2560,1440,2560,15.120160930043655,Intel,Core i7 7500U,2.7,8,256GB SSD,0,256GB,SSD,Intel,HD
Toshiba,Satellite Pro,Notebook,13.3,8GB,256GB SSD,Windows 10,1.5,973.0,6.880384082186005,Satellite,2,Full HD 1920x1080,0,1,0,1920,1080,1920,14.544796785140091,Intel,Core i5 7200U,2.5,8,256GB SSD,0,256GB,SSD,Intel,HD
Acer,TravelMate B117-M,Netbook,11.6,4GB,32GB Flash Storage,Windows 10,1.4,269.0,5.594711379601839,TravelMate,0,1366x768,0,0,0,1366,768,1366,13.863431773278407,Intel,Celeron Dual Core N3050,1.6,4,32GB Flash Storage,0,32GB,Flash Storage,Intel,HD
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16GB,512GB SSD,Windows 10,1.38,1749.0,7.466799475018602,Yoga,3,Full HD  1920x1080,1,0,0,1920,1080,1920,14.544796785140091,Intel,Core i7 7500U,2.7,16,512GB SSD,0,512GB,SSD,Intel,HD
